Total Objects, Sample Time,CPU Usage
4001,00:03:07.621331800,5.425769226495395
4002,00:03:07.658333200,5.425769226495395
4003,00:03:07.701813300,5.425769226495395
4004,00:03:07.744327500,5.425769226495395
4005,00:03:07.782321500,5.425769226495395
4006,00:03:07.814739800,5.425769226495395
4007,00:03:07.853316100,5.410472716278422
4008,00:03:07.896793900,5.410472716278422
4009,00:03:07.939729300,5.410472716278422
4010,00:03:07.978305200,5.410472716278422
4011,00:03:08.016351200,5.410472716278422
4012,00:03:08.052304400,5.410472716278422
4013,00:03:08.089723800,5.410472716278422
4014,00:03:08.129297800,5.410472716278422
4015,00:03:08.172299800,5.410472716278422
4016,00:03:08.207291900,5.410472716278422
4017,00:03:08.242985100,5.410472716278422
4018,00:03:08.279286100,5.410472716278422
4019,00:03:08.319284,5.410472716278422
4020,00:03:08.357278900,5.601930369881569
4021,00:03:08.401284600,5.601930369881569
4022,00:03:08.438402700,5.601930369881569
4023,00:03:08.473575,5.601930369881569
4024,00:03:08.515691,5.601930369881569
4025,00:03:08.559279200,5.601930369881569
4026,00:03:08.596689800,5.601930369881569
4027,00:03:08.631881600,5.601930369881569
4028,00:03:08.671261200,5.601930369881569
4029,00:03:08.705256300,5.601930369881569
4030,00:03:08.747257400,5.601930369881569
4031,00:03:08.789675300,5.601930369881569
4032,00:03:08.829668800,5.601930369881569
4033,00:03:08.868244300,5.215227219862779
4034,00:03:08.904664,5.215227219862779
4035,00:03:08.944923500,5.215227219862779
4036,00:03:08.983094500,5.215227219862779
4037,00:03:09.024675400,5.215227219862779
4038,00:03:09.061858300,5.215227219862779
4039,00:03:09.101654800,5.215227219862779
4040,00:03:09.140418600,5.215227219862779
4041,00:03:09.178835500,5.215227219862779
4042,00:03:09.221393600,5.215227219862779
4043,00:03:09.260637200,5.215227219862779
4044,00:03:09.296703500,5.215227219862779
4045,00:03:09.332269600,5.215227219862779
4046,00:03:09.370753300,5.610525741271638
4047,00:03:09.411634300,5.610525741271638
4048,00:03:09.476624900,5.610525741271638
4049,00:03:09.511204900,5.610525741271638
4050,00:03:09.547616,5.610525741271638
4051,00:03:09.583689600,5.610525741271638
4052,00:03:09.621615900,5.610525741271638
4053,00:03:09.664617100,5.610525741271638
4054,00:03:09.701610800,5.610525741271638
4055,00:03:09.738183,5.610525741271638
4056,00:03:09.775603500,5.610525741271638
4057,00:03:09.816606800,5.610525741271638
4058,00:03:09.853605800,5.610525741271638
4059,00:03:09.893605500,8.403144717586933
4060,00:03:09.932700,8.403144717586933
4061,00:03:09.967588100,8.403144717586933
4062,00:03:10.008595,8.403144717586933
4063,00:03:10.046586500,8.403144717586933
4064,00:03:10.084591400,8.403144717586933
4065,00:03:10.121583400,8.403144717586933
4066,00:03:10.161156100,8.403144717586933
4067,00:03:10.196573400,8.403144717586933
4068,00:03:10.237579300,8.403144717586933
4069,00:03:10.274576100,8.403144717586933
4070,00:03:10.313419400,8.403144717586933
4071,00:03:10.350783800,8.403144717586933
4072,00:03:10.389567200,5.767473766022689
4073,00:03:10.428562900,5.767473766022689
4074,00:03:10.469562200,5.767473766022689
4075,00:03:10.507552500,5.767473766022689
4076,00:03:10.542815500,5.767473766022689
4077,00:03:10.577545,5.767473766022689
4078,00:03:10.613922500,5.767473766022689
4079,00:03:10.658130,5.767473766022689
4080,00:03:10.700543100,5.767473766022689
4081,00:03:10.741324200,5.767473766022689
4082,00:03:10.779759100,5.767473766022689
4083,00:03:10.827114600,5.767473766022689
4084,00:03:10.868532,5.767473766022689
4085,00:03:10.904529300,5.242372250517882
4086,00:03:10.945526600,5.242372250517882
4087,00:03:10.984521,5.242372250517882
4088,00:03:11.019098800,5.242372250517882
4089,00:03:11.058512900,5.242372250517882
4090,00:03:11.098513700,5.242372250517882
4091,00:03:11.137514500,5.242372250517882
4092,00:03:11.179507700,5.242372250517882
4093,00:03:11.217501900,5.242372250517882
4094,00:03:11.256077700,5.242372250517882
4095,00:03:11.296505,5.242372250517882
4096,00:03:11.336499300,5.242372250517882
4097,00:03:11.381494100,5.242372250517882
4098,00:03:11.420488300,5.104583987204074
4099,00:03:11.463990300,5.104583987204074
4100,00:03:11.502487400,5.104583987204074
4101,00:03:11.542277700,5.104583987204074
4102,00:03:11.582480600,5.104583987204074
4103,00:03:11.620480500,5.104583987204074
4104,00:03:11.663054700,5.104583987204074
4105,00:03:11.698470600,5.104583987204074
4106,00:03:11.739467800,5.104583987204074
4107,00:03:11.780792400,5.104583987204074
4108,00:03:11.818465400,5.104583987204074
4109,00:03:11.854461700,5.104583987204074
4110,00:03:11.892457300,5.104583987204074
4111,00:03:11.933457500,4.945662357676924
4112,00:03:11.976452100,4.945662357676924
4113,00:03:12.014451500,4.945662357676924
4114,00:03:12.053544900,4.945662357676924
4115,00:03:12.092029,4.945662357676924
4116,00:03:12.126440800,4.945662357676924
4117,00:03:12.167443600,4.945662357676924
4118,00:03:12.206436500,4.945662357676924
4119,00:03:12.245015300,4.945662357676924
4120,00:03:12.279430800,4.945662357676924
4121,00:03:12.316425400,4.945662357676924
4122,00:03:12.354428500,4.945662357676924
4123,00:03:12.398002100,4.945662357676924
4124,00:03:12.439418500,5.0683400626749995
4125,00:03:12.473422800,5.0683400626749995
4126,00:03:12.511415200,5.0683400626749995
4127,00:03:12.548339400,5.0683400626749995
4128,00:03:12.586992300,5.0683400626749995
4129,00:03:12.627406600,5.0683400626749995
4130,00:03:12.664412300,5.0683400626749995
4131,00:03:12.703503600,5.0683400626749995
4132,00:03:12.744400600,5.0683400626749995
4133,00:03:12.785397800,5.0683400626749995
4134,00:03:12.825391300,5.0683400626749995
4135,00:03:12.865433700,5.0683400626749995
4136,00:03:12.904200400,5.0683400626749995
4137,00:03:12.943493500,5.602877952186533
4138,00:03:12.979387400,5.602877952186533
4139,00:03:13.020961400,5.602877952186533
4140,00:03:13.070857600,5.602877952186533
4141,00:03:13.107375,5.602877952186533
4142,00:03:13.143304,5.602877952186533
4143,00:03:13.177945500,5.602877952186533
4144,00:03:13.218369500,5.602877952186533
4145,00:03:13.261373400,5.602877952186533
4146,00:03:13.304937600,5.602877952186533
4147,00:03:13.342554500,5.602877952186533
4148,00:03:13.378932600,5.602877952186533
4149,00:03:13.417937300,5.602877952186533
4150,00:03:13.456353600,5.68354653109542
4151,00:03:13.499352100,5.68354653109542
4152,00:03:13.537922300,5.68354653109542
4153,00:03:13.577952700,5.68354653109542
4154,00:03:13.613918800,5.68354653109542
4155,00:03:13.655335400,5.68354653109542
4156,00:03:13.694337700,5.68354653109542
4157,00:03:13.734332800,5.68354653109542
4158,00:03:13.769907800,5.68354653109542
4159,00:03:13.809335600,5.68354653109542
4160,00:03:13.848321900,5.68354653109542
4161,00:03:13.887872500,5.68354653109542
4162,00:03:13.929900900,5.68354653109542
4163,00:03:13.970317200,4.949812013145628
4164,00:03:14.007891100,4.949812013145628
4165,00:03:14.046307700,4.949812013145628
4166,00:03:14.086306,4.949812013145628
4167,00:03:14.130309500,4.949812013145628
4168,00:03:14.167299200,4.949812013145628
4169,00:03:14.206295600,4.949812013145628
4170,00:03:14.243921200,4.949812013145628
4171,00:03:14.281293100,4.949812013145628
4172,00:03:14.320292100,4.949812013145628
4173,00:03:14.362290300,4.949812013145628
4174,00:03:14.401459500,4.949812013145628
4175,00:03:14.437279800,4.949812013145628
4176,00:03:14.473860300,5.252794019503352
4177,00:03:14.511885200,5.252794019503352
4178,00:03:14.552296100,5.252794019503352
4179,00:03:14.588854,5.252794019503352
4180,00:03:14.628267,5.252794019503352
4181,00:03:14.664846200,5.252794019503352
4182,00:03:14.700263600,5.252794019503352
4183,00:03:14.742099100,5.252794019503352
4184,00:03:14.783705700,5.252794019503352
4185,00:03:14.822881500,5.252794019503352
4186,00:03:14.859832800,5.252794019503352
4187,00:03:14.896834200,5.252794019503352
4188,00:03:14.932491800,5.252794019503352
4189,00:03:14.972873100,5.14012526712203
4190,00:03:15.010245,5.14012526712203
4191,00:03:15.046818100,5.14012526712203
4192,00:03:15.086546800,5.14012526712203
4193,00:03:15.137236900,5.14012526712203
4194,00:03:15.177812300,5.14012526712203
4195,00:03:15.217855700,5.14012526712203
4196,00:03:15.255803,5.14012526712203
4197,00:03:15.289830400,5.14012526712203
4198,00:03:15.327225100,5.14012526712203
4199,00:03:15.364218100,5.14012526712203
4200,00:03:15.406215900,5.14012526712203
4201,00:03:15.443798200,5.14012526712203
4202,00:03:15.485208400,5.263239447247014
4203,00:03:15.526785200,5.263239447247014
4204,00:03:15.563831700,5.263239447247014
4205,00:03:15.606828800,5.263239447247014
4206,00:03:15.648783100,5.263239447247014
4207,00:03:15.688774500,5.263239447247014
4208,00:03:15.725770,5.263239447247014
4209,00:03:15.758189200,5.263239447247014
4210,00:03:15.800043200,5.263239447247014
4211,00:03:15.838190300,5.263239447247014
4212,00:03:15.877186700,5.263239447247014
4213,00:03:15.914760,5.263239447247014
4214,00:03:15.948755800,5.263239447247014
4215,00:03:15.988753900,5.408805292702041
4216,00:03:16.032758800,5.408805292702041
4217,00:03:16.071423600,5.408805292702041
4218,00:03:16.111752500,5.408805292702041
4219,00:03:16.149740700,5.408805292702041
4220,00:03:16.183741200,5.408805292702041
4221,00:03:16.219743,5.408805292702041
4222,00:03:16.257160900,5.408805292702041
4223,00:03:16.298735400,5.408805292702041
4224,00:03:16.337729100,5.408805292702041
4225,00:03:16.372656600,5.408805292702041
4226,00:03:16.444737700,5.408805292702041
4227,00:03:16.496724600,13.17657149673386
4228,00:03:16.544726900,13.17657149673386
4229,00:03:16.589715600,13.17657149673386
4230,00:03:16.631728600,13.17657149673386
4231,00:03:16.681044800,13.17657149673386
4232,00:03:16.731952,13.17657149673386
4233,00:03:16.775713600,13.17657149673386
4234,00:03:16.840710200,13.17657149673386
4235,00:03:16.893685900,13.17657149673386
4236,00:03:16.932188800,13.17657149673386
4237,00:03:16.968688800,13.17657149673386
4238,00:03:17.002936300,17.70385779808198
4239,00:03:17.045687600,17.70385779808198
4240,00:03:17.087643200,17.70385779808198
4241,00:03:17.129678200,17.70385779808198
4242,00:03:17.168671600,17.70385779808198
4243,00:03:17.208088900,17.70385779808198
4244,00:03:17.247579900,17.70385779808198
4245,00:03:17.288091800,17.70385779808198
4246,00:03:17.329662700,17.70385779808198
4247,00:03:17.369659100,17.70385779808198
4248,00:03:17.410104600,17.70385779808198
4249,00:03:17.444137,17.70385779808198
4250,00:03:17.483011300,17.70385779808198
4251,00:03:17.525069400,5.98121382083384
4252,00:03:17.567579500,5.98121382083384
4253,00:03:17.603085700,5.98121382083384
4254,00:03:17.644642600,5.98121382083384
4255,00:03:17.685055600,5.98121382083384
4256,00:03:17.729863700,5.98121382083384
4257,00:03:17.770638800,5.98121382083384
4258,00:03:17.808629800,5.98121382083384
4259,00:03:17.848043900,5.98121382083384
4260,00:03:17.886317500,5.98121382083384
4261,00:03:17.926622700,5.98121382083384
4262,00:03:17.971784200,5.98121382083384
4263,00:03:18.010035500,5.98121382083384
4264,00:03:18.045653100,5.288556197805879
4265,00:03:18.081748100,5.288556197805879
4266,00:03:18.125611200,5.288556197805879
4267,00:03:18.166024,5.288556197805879
