Total Objects,Memory Usage (MB)
1,51.176109313964844
2,54.66193389892578
3,56.867431640625
4,59.131622314453125
5,61.31752014160156
6,63.59740447998047
7,22.741966247558594
8,24.935333251953125
9,27.12726593017578
10,29.481971740722656
11,32.495849609375
12,35.50779724121094
13,37.48204803466797
14,40.49607849121094
15,42.46827697753906
16,44.49595642089844
17,47.50779724121094
18,49.48193359375
19,51.46978759765625
20,54.468223571777344
21,56.509559631347656
22,58.481781005859375
23,60.50171661376953
24,63.46783447265625
25,65.48197174072266
26,67.45415496826172
27,30.561363220214844
28,32.551124572753906
29,35.202789306640625
30,37.89775085449219
31,40.551124572753906
32,41.89750671386719
33,45.89867401123047
34,47.202789306640625
35,49.91120910644531
36,52.55115509033203
37,53.89753723144531
38,56.551124572753906
39,59.202789306640625
40,60.55115509033203
41,63.202789306640625
42,64.55116271972656
43,67.20278930664062
44,69.89751434326172
45,71.20278930664062
46,73.8975830078125
47,76.5511245727539
48,77.89750671386719
49,35.42207336425781
50,36.963722229003906
51,39.1854248046875
52,42.02552032470703
53,44.15314483642578
54,46.025535583496094
55,48.16089630126953
56,50.025535583496094
57,52.145416259765625
58,54.025535583496094
59,56.153099060058594
60,59.08549499511719
61,60.963722229003906
62,63.08538055419922
63,64.9637222290039
64,67.0990982055664
65,70.03924560546875
66,72.15898132324219
67,74.04114532470703
68,76.16085052490234
69,38.92317199707031
70,40.62178039550781
71,42.735572814941406
72,45.03504180908203
73,47.58546447753906
74,49.03504180908203
75,51.584991455078125
76,53.886322021484375
77,55.58507537841797
78,57.88629150390625
79,60.48539733886719
80,62.73561096191406
81,64.48542022705078
82,66.73561096191406
83,69.03504180908203
84,70.75336456298828
85,73.03504180908203
86,75.6360092163086
87,77.88629913330078
88,79.5849380493164
89,42.28143310546875
90,44.01170349121094
91,46.202613830566406
92,48.782371520996094
93,51.060035705566406
94,52.77467346191406
95,55.068702697753906
96,57.343345642089844
97,59.093170166015625
98,61.343345642089844
99,63.92522430419922
100,66.20285034179688
101,67.91751861572266
102,70.20271301269531
103,71.94857788085938
104,74.20265197753906
105,76.79021453857422
106,79.06580352783203
107,80.78042602539062
108,83.05994415283203
109,84.8058090209961
110,48.57158660888672
111,51.341888427734375
112,53.069068908691406
113,55.341941833496094
114,57.069068908691406
115,59.341888427734375
116,61.940582275390625
117,63.34776306152344
118,65.96245574951172
119,68.21324920654297
120,69.94036865234375
121,72.2054672241211
122,74.47637939453125
123,76.20551300048828
124,78.47637939453125
125,81.06902313232422
126,83.34188842773438
127,85.0692367553711
128,51.531028747558594
129,54.12886047363281
130,56.2880859375
131,57.86228942871094
132,60.28822326660156
133,62.649658203125
134,64.29003143310547
135,66.65133666992188
136,69.07501220703125
137,70.66494750976562
138,73.08290100097656
139,75.50077819824219
140,77.07501220703125
141,79.50082397460938
142,81.87016296386719
143,83.50088500976562
144,85.86241149902344
145,56.387062072753906
146,58.51807403564453
147,60.369422912597656
148,62.50017547607422
149,64.36937713623047
150,66.89173889160156
151,69.07994079589844
152,71.65911102294922
153,73.80563354492188
154,75.65911102294922
155,77.7899398803711
156,79.65911102294922
157,81.80559539794922
158,84.37528228759766
159,86.50604248046875
160,58.784202575683594
161,61.50672149658203
162,63.405174255371094
163,65.30648803710938
164,67.41292572021484
165,69.50967407226562
166,72.04434204101562
167,74.14279174804688
168,76.04632568359375
169,78.14279174804688
170,80.03643798828125
171,82.25484466552734
172,85.01924133300781
173,62.573890686035156
174,64.77680206298828
175,66.56786346435547
176,68.7796401977539
177,71.11865234375
178,72.770751953125
179,75.12649536132812
180,77.46642303466797
181,79.11856079101562
182,81.46647644042969
183,83.68505859375
184,85.46665954589844
185,87.67947387695312
186,90.0249252319336
187,92.23037719726562
188,64.68519592285156
189,66.5829086303711
190,68.68086242675781
191,71.22679138183594
192,73.3134536743164
193,76.04828643798828
194,77.94647979736328
195,80.04827117919922
196,81.94600677490234
197,84.04833221435547
198,86.5864486694336
199,88.68087768554688
200,90.57865905761719
201,92.68671417236328
202,95.21724700927734
203,68.52813720703125
204,70.42219543457031
205,72.52517700195312
206,74.41899108886719
207,76.52549743652344
208,78.62938690185547
209,81.18791198730469
210,83.26261901855469
211,85.15666961669922
212,87.26261138916016
213,89.15638732910156
214,70.6988525390625
215,72.36322021484375
216,74.70123291015625
217,76.92002868652344
218,78.70128631591797
219,80.92007446289062
220,83.26575469970703
221,85.48445129394531
222,87.25999450683594
223,89.47872161865234
224,91.80713653564453
225,94.14070129394531
226,96.36748504638672
227,98.69571685791016
228,100.9146499633789
229,102.69547271728516
230,104.92247009277344
231,107.25019073486328
232,109.46902465820312
233,76.09185028076172
234,77.93826293945312
235,80.0815658569336
236,81.93826293945312
237,84.07376098632812
238,86.65145111083984
239,88.78484344482422
240,90.65157318115234
241,92.7928695678711
242,94.6513442993164
243,96.8159408569336
244,99.36245727539062
245,100.80037689208984
246,103.37028503417969
247,105.51930236816406
248,79.0793685913086
249,81.63508605957031
250,83.71713256835938
251,85.62053680419922
252,87.73287200927734
253,89.63628387451172
254,91.71138763427734
255,93.80595397949219
256,96.3560562133789
257,98.44239044189453
258,100.3458023071289
259,80.92720031738281
260,83.1493148803711
261,85.50948333740234
262,87.73228454589844
263,89.48804473876953
264,91.71035766601562
