Total Objects,Memory Usage (MB)
1,53.317527770996094
2,55.558258056640625
3,57.77153778076172
4,60.04376983642578
5,62.6854248046875
6,64.867431640625
7,23.507797241210938
8,26.14118194580078
9,28.495849609375
10,31.45415496826172
11,34.52196502685547
12,36.49595642089844
13,39.45427703857422
14,41.482177734375
15,43.454376220703125
16,46.68818664550781
17,48.49584197998047
18,50.46807861328125
19,52.49589538574219
20,55.454322814941406
21,57.49565124511719
22,59.46790313720703
23,62.481712341308594
24,64.4958724975586
25,66.46806335449219
26,29.017181396484375
27,31.202789306640625
28,33.897621154785156
29,36.55113220214844
30,39.202789306640625
31,40.551124572753906
32,44.552276611328125
33,47.202789306640625
34,48.56480407714844
35,51.202789306640625
36,52.55115509033203
37,55.202789306640625
38,57.89750671386719
39,59.202789306640625
40,61.89765167236328
41,64.55116271972656
42,65.89753723144531
43,68.55113983154297
44,71.20278930664062
45,72.5511703491211
46,75.20278930664062
47,76.5511245727539
48,34.3621826171875
49,36.48194122314453
50,38.02552795410156
51,40.245277404785156
52,43.093177795410156
53,44.963722229003906
54,47.10100555419922
55,48.963722229003906
56,51.08538818359375
57,52.963722229003906
58,55.09319305419922
59,58.02564239501953
60,60.14582824707031
61,62.02552795410156
62,64.14534759521484
63,66.03924560546875
64,68.9637222290039
65,71.09912872314453
66,72.9637222290039
67,75.10099792480469
68,76.9637222290039
69,39.77246856689453
70,41.88628387451172
71,44.44976806640625
72,45.88676452636719
73,48.435699462890625
74,50.735694885253906
75,52.43433380126953
76,54.73561096191406
77,57.03504180908203
78,58.73564910888672
79,61.03504180908203
80,63.63611602783203
81,65.88628387451172
82,67.5849609375
83,69.88845825195312
84,72.45199584960938
85,73.88633728027344
86,76.48529815673828
87,78.73558044433594
88,80.4342269897461
89,43.138771057128906
90,45.343345642089844
91,47.92505645751953
92,49.343345642089844
93,51.91735076904297
94,54.203582763671875
95,55.92603302001953
96,58.23585510253906
97,60.80780029296875
98,63.06776428222656
99,64.7825698852539
100,67.06016540527344
101,68.77486419677734
102,71.07564544677734
103,73.34334564208984
104,75.92509460449219
105,77.34334564208984
106,79.92311096191406
107,82.20262908935547
108,83.93287658691406
109,47.70800018310547
110,49.43531799316406
111,52.2054443359375
112,53.93262481689453
113,56.20550537109375
114,58.47637939453125
115,60.20563507080078
116,62.47637939453125
117,65.07511138916016
118,67.34969329833984
119,69.07681274414062
120,71.3418960571289
121,73.06905364990234
122,75.34188842773438
123,77.93262481689453
124,79.34188079833984
125,81.94038391113281
126,84.2054443359375
127,85.93281555175781
128,52.55462646484375
129,54.71171569824219
130,57.07518768310547
131,59.501068115234375
132,61.07532501220703
133,63.500762939453125
134,65.86422729492188
135,67.50080871582031
136,69.8778076171875
137,72.2957763671875
138,73.87000274658203
139,76.28787994384766
140,78.66484069824219
141,80.28791809082031
142,82.65731048583984
143,85.07527160644531
144,86.64950561523438
145,57.09754943847656
146,58.94690704345703
147,61.079673767089844
148,63.65912628173828
149,65.78990936279297
150,68.3696517944336
151,70.50053405761719
152,72.36940002441406
153,74.51588439941406
154,76.36940002441406
155,78.50042724609375
156,81.09523010253906
157,82.94690704345703
158,85.08553314208984
159,86.94690704345703
160,60.24391174316406
161,62.142791748046875
162,64.66751861572266
163,66.7817611694336
164,68.67529296875
165,70.77983856201172
166,72.6755142211914
167,74.77401733398438
168,77.30876159667969
169,79.40524291992188
170,81.29881286621094
171,83.74128723144531
172,61.472328186035156
173,63.67536926269531
174,65.46641540527344
175,67.67044067382812
176,70.01712799072266
177,71.66934967041016
178,74.01716613769531
179,76.22811889648438
180,78.56782531738281
181,80.2201919555664
182,82.56793975830078
183,84.78651428222656
184,86.57022857666016
185,88.78890991210938
186,91.12849426269531
187,92.91377258300781
188,65.9503402709961
189,68.04827117919922
190,69.94601440429688
191,72.04827117919922
192,75.06950378417969
193,76.68087005615234
194,79.21162414550781
195,81.31341552734375
196,83.2113265991211
197,85.31346893310547
198,87.22681427001953
199,89.31346893310547
200,92.05414581298828
201,93.95188903808594
202,67.26551055908203
203,69.1594467163086
204,71.26264190673828
205,73.78771209716797
206,75.89412689208984
207,77.79586029052734
208,79.90972900390625
209,81.81917572021484
210,83.89396667480469
211,86.4192886352539
212,88.52513122558594
213,90.41913604736328
214,71.80829620361328
215,73.47257995605469
216,75.81058502197266
217,78.14656829833984
218,79.81063842773438
219,82.14069366455078
220,84.37508392333984
221,86.14286804199219
222,88.36932373046875
223,90.69563293457031
224,93.5190658569336
225,95.25032806396484
226,97.49266815185547
227,99.80520629882812
228,101.58407592773438
229,103.81266784667969
230,106.14069366455078
231,108.35966491699219
232,74.65397644042969
233,76.80301666259766
234,78.6513900756836
235,80.79275512695312
236,83.36257934570312
237,85.49697875976562
238,87.36257934570312
239,89.49596405029297
240,91.36280059814453
241,93.5196533203125
242,96.08920288085938
243,97.93826293945312
244,100.07363891601562
245,101.93826293945312
246,104.0970687866211
247,78.44491577148438
248,80.36397552490234
249,82.44822692871094
250,84.35159301757812
251,86.45616149902344
252,89.00182342529297
253,91.07691192626953
254,92.98040771484375
255,95.07682037353516
256,97.11833190917969
257,99.7113265991211
258,101.61477661132812
259,82.03826904296875
260,84.26815795898438
261,86.6212387084961
262,88.36719512939453
263,90.59931945800781
264,92.92466735839844
265,95.16255950927734
266,96.92466735839844
267,99.14678192138672
268,101.48027801513672
269,103.72579193115234
270,105.48617553710938
271,107.70841979980469
272,110.03583526611328
273,111.70240783691406
274,114.05260467529297
275,116.29029846191406
276,118.03575134277344
277,120.26570892333984
278,122.6205825805664
279,124.36719512939453
280,87.1363754272461
281,89.54318237304688
282,91.13336944580078
283,93.54324340820312
284,95.92851257324219
285,97.54322814941406
286,99.92848205566406
287,102.35205841064453
288,103.94488525390625
289,106.34020233154297
290,107.93043518066406
291,110.35198211669922
292,112.7450180053711
293,114.33826446533203
294,116.7237777709961
295,119.13333892822266
296,120.7234878540039
297,123.14921569824219
298,91.60809326171875
299,93.20108032226562
300,95.5997085571289
301,97.19261169433594
302,99.59969329833984
303,101.98883056640625
304,103.5997543334961
305,105.99675750732422
306,108.39601135253906
307,109.98873901367188
308,112.3961181640625
309,114.78601837158203
310,116.39632415771484
311,118.793212890625
312,120.39625549316406
313,122.78634643554688
314,125.2139892578125
315,126.80142211914062
316,129.19930267333984
317,95.71356201171875
318,97.30979919433594
319,99.71104431152344
320,102.12612915039062
321,103.7110824584961
322,106.10267639160156
323,107.71122741699219
324,110.1182861328125
325,112.51405334472656
326,114.10845184326172
327,116.50831604003906
328,118.89979553222656
329,120.5103530883789
330,122.90209197998047
331,125.31321716308594
332,126.90752410888672
333,129.31900787353516
334,130.9119415283203
335,133.30541229248047
336,99.2413101196289
337,100.8364486694336
338,103.23867797851562
339,105.64716339111328
340,107.25238800048828
341,109.6452407836914
342,112.03626251220703
343,113.63142395019531
344,116.03687286376953
345,117.63983154296875
346,120.0362319946289
347,122.43673706054688
348,124.03624725341797
349,126.4367904663086
350,128.83386993408203
351,130.4293670654297
352,132.8396987915039
353,134.43487548828125
354,136.8416290283203
355,104.06306457519531
356,105.65914154052734
357,108.06077575683594
358,110.45509338378906
359,112.06059265136719
360,114.45469665527344
361,116.88014221191406
362,118.47635650634766
363,120.85862731933594
364,122.45494079589844
365,124.88008880615234
366,127.26055908203125
367,128.85892486572266
368,131.26055908203125
369,133.6567153930664
370,135.25289916992188
371,108.45645141601562
372,110.53828430175781
373,112.46925354003906
374,114.53826904296875
375,116.45376586914062
376,118.53829193115234
377,121.10015106201172
378,123.17674255371094
379,125.11552429199219
380,127.17671966552734
381,129.09214782714844
382,131.1767120361328
383,133.7330322265625
384,135.8231964111328
385,137.73871612548828
386,139.81519317626953
387,141.7305908203125
388,143.82105255126953
389,145.8978729248047
390,148.46204376220703
391,150.5383071899414
392,152.45369720458984
393,154.53858947753906
394,156.45684051513672
395,112.74334716796875
396,114.818603515625
397,116.73819732666016
398,118.82904815673828
399,120.73821258544922
400,122.82113647460938
401,125.77584838867188
402,127.69868469238281
403,129.7914047241211
404,131.6986846923828
405,133.77581024169922
406,135.6986846923828
407,137.7914047241211
408,139.6986846923828
409,141.77582550048828
410,144.7382049560547
411,146.81351470947266
412,148.73819732666016
413,150.82896423339844
414,152.7382049560547
415,154.81336975097656
416,156.73822784423828
417,158.81336212158203
418,160.7382049560547
419,162.8289337158203
420,119.52903747558594
421,121.44706726074219
422,123.52417755126953
423,125.44706726074219
424,127.52986145019531
425,129.4470672607422
426,131.524169921875
427,133.4470672607422
428,135.5240249633789
429,138.49237823486328
430,140.57518768310547
431,142.48653411865234
432,144.5693588256836
433,146.48651123046875
434,148.56149291992188
435,150.4865264892578
436,152.56246948242188
437,154.48650360107422
438,156.56928253173828
439,158.4864959716797
440,160.56159210205078
441,124.32889556884766
442,126.08525085449219
443,128.32643127441406
444,130.08281707763672
445,132.32615661621094
446,134.56798553466797
447,136.35760498046875
448,138.56798553466797
449,141.20435333251953
450,143.45584106445312
451,145.21207427978516
452,147.44808197021484
453,149.20450592041016
454,151.44815063476562
455,153.20441436767578
456,155.4539031982422
457,158.09600830078125
458,159.44808959960938
459,162.08383178710938
460,164.32618713378906
461,166.0826187133789
462,168.3280792236328
463,170.0998992919922
464,172.32632446289062
465,174.0984115600586
466,176.3261947631836
467,178.56798553466797
468,180.32615661621094
469,182.56798553466797
470,131.43883514404297
471,134.31585693359375
472,135.43568420410156
473,138.31584930419922
474,140.55162811279297
475,142.31585693359375
476,144.55168914794922
477,146.31584930419922
478,148.55165100097656
479,150.3158721923828
480,152.55944061279297
481,154.32172393798828
482,156.56529235839844
483,159.44154357910156
484,160.55943298339844
485,163.4337921142578
486,165.19601440429688
487,167.4337387084961
488,169.19601440429688
489,171.43385314941406
490,173.19601440429688
491,175.43377685546875
492,135.5844955444336
493,137.66881561279297
494,139.57941436767578
495,141.6559295654297
496,143.5794448852539
497,145.6560821533203
498,147.57942962646484
499,149.67156982421875
500,151.57940673828125
501,153.65594482421875
502,155.58721923828125
503,157.67151641845703
504,160.61819458007812
505,162.53921508789062
506,164.61773681640625
507,166.53921508789062
508,168.63140869140625
509,170.53921508789062
510,172.6176986694336
511,174.53921508789062
512,176.6176528930664
513,178.53921508789062
514,180.61770629882812
515,140.62106323242188
516,142.53878784179688
517,144.61598205566406
518,146.53285217285156
519,148.61600494384766
520,150.53496551513672
521,152.61598205566406
522,154.54837799072266
523,156.629638671875
524,159.50484466552734
525,161.57440948486328
526,163.49120330810547
527,165.574462890625
528,167.49127960205078
529,169.57482147216797
530,171.49183654785156
531,173.57445526123047
532,175.49122619628906
533,177.5743637084961
534,179.65560913085938
535,182.54054260253906
536,184.61600494384766
537,186.5327911376953
538,188.61595916748047
539,190.53279876708984
540,192.6160659790039
541,194.53284454345703
542,196.62966918945312
543,198.54652404785156
544,200.61597442626953
545,202.5483627319336
546,204.621826171875
547,207.49723052978516
548,149.9880142211914
549,152.5441131591797
550,155.26863861083984
