Total Objects, Sample Time,Memory Usage (MB)
1001,14:56:57.273196900,263.5623779296875
1002,14:56:57.335211300,265.48133087158203
1003,14:56:57.411227800,265.48133087158203
1004,14:56:57.480243700,267.56227111816406
1005,14:56:57.540256800,269.4796676635742
1006,14:56:57.614273400,271.5623779296875
1007,14:56:57.688294900,273.4788055419922
1008,14:56:57.750308800,273.4788055419922
1009,14:56:57.834812800,275.5623245239258
1010,14:56:57.906564400,277.47886657714844
1011,14:56:57.970578600,279.56813049316406
1012,14:56:58.052492600,281.4923629760742
1013,14:56:58.123508400,281.4923629760742
1014,14:56:58.182521700,283.56227111816406
1015,14:56:58.261538900,285.4788131713867
1016,14:56:58.334555900,287.562255859375
1017,14:56:58.404571900,287.562255859375
1018,14:56:58.495592200,289.4786834716797
1019,14:56:58.567608300,291.56226348876953
1020,14:56:58.625621200,293.4786911010742
1021,14:56:58.703187700,295.5622863769531
1022,14:56:58.774203700,295.5622863769531
1023,14:56:58.832217100,297.478759765625
1024,14:56:58.908234100,299.5623016357422
1025,14:56:58.982250700,301.4787368774414
1026,14:56:59.040263500,303.5623779296875
1027,14:56:59.116280800,303.5623779296875
1028,14:56:59.188297,305.47882080078125
1029,14:56:59.248427200,307.5759811401367
1030,14:56:59.325444400,309.4924011230469
1031,14:56:59.397460800,311.56227111816406
1032,14:56:59.455473400,311.56227111816406
1033,14:56:59.531490900,313.478759765625
1034,14:56:59.602506600,315.5623779296875
1035,14:56:59.662520,317.49442291259766
1036,14:56:59.739537500,319.5623779296875
1037,14:56:59.810553200,319.5623779296875
1038,14:56:59.869567,321.4789581298828
1039,14:56:59.942125,323.56227111816406
1040,14:57:00.017539300,325.4787139892578
1041,14:57:00.078012800,327.56226348876953
1042,14:57:00.154030,327.56226348876953
1043,14:57:00.227046300,329.47869873046875
1044,14:57:00.288059800,331.56229400634766
1045,14:57:00.363076900,333.4789581298828
1046,14:57:00.434092700,335.5681381225586
1047,14:57:00.493106,335.5681381225586
1048,14:57:00.565122,337.50018310546875
1049,14:57:00.638138600,261.8814239501953
1050,14:57:00.718156700,263.64620208740234
1051,14:57:00.826180900,265.71673583984375
1052,14:57:00.885194100,267.4815139770508
1053,14:57:00.958210500,267.4815139770508
1054,14:57:01.036228600,269.71673583984375
1055,14:57:01.095241300,271.4737243652344
1056,14:57:01.163256800,273.7168502807617
1057,14:57:01.247275600,273.7168502807617
1058,14:57:01.309289400,275.47391510009766
1059,14:57:01.383306100,277.7167663574219
1060,14:57:01.459323200,279.47373962402344
1061,14:57:01.518336300,281.71673583984375
1062,14:57:01.585351300,281.71673583984375
1063,14:57:01.664369100,283.47386169433594
1064,14:57:01.724774900,285.7167663574219
1065,14:57:01.793790200,287.47374725341797
1066,14:57:01.872808200,289.71673583984375
1067,14:57:01.933822,289.71673583984375
1068,14:57:02.015840700,291.4815139770508
1069,14:57:02.092857600,293.7169723510742
1070,14:57:02.150870600,295.47393798828125
1071,14:57:02.218886,297.71673583984375
1072,14:57:02.294902900,297.71673583984375
1073,14:57:02.356917,299.4737091064453
1074,14:57:02.427932900,301.71675872802734
1075,14:57:02.508951600,303.47374725341797
1076,14:57:02.567964400,303.9578094482422
1077,14:57:02.647982700,305.7167434692383
1078,14:57:02.724143,307.4737243652344
1079,14:57:02.783156400,309.7226104736328
1080,14:57:02.854172400,311.4796371459961
1081,14:57:02.931736500,311.9578094482422
1082,14:57:02.993750100,313.71678924560547
1083,14:57:03.061765300,315.4893798828125
1084,14:57:03.141783400,317.7226104736328
1085,14:57:03.200796500,319.4796371459961
1086,14:57:03.265811200,319.9578094482422
1087,14:57:03.344828900,321.7167282104492
1088,14:57:03.406842900,323.48931884765625
1089,14:57:03.486702600,325.7304153442383
1090,14:57:03.566719900,327.48741149902344
1091,14:57:03.624733,327.9578094482422
1092,14:57:03.693749,329.7167434692383
1093,14:57:03.772766200,331.4893341064453
1094,14:57:03.832779600,267.11094665527344
1095,14:57:03.913798600,268.6271209716797
1096,14:57:03.988815300,269.585205078125
1097,14:57:04.046828,271.10335540771484
1098,14:57:04.108841500,272.61952209472656
1099,14:57:04.189860100,275.1033401489258
1100,14:57:04.250688,276.6195068359375
1101,14:57:04.317703100,277.585205078125
1102,14:57:04.409723900,279.1033248901367
1103,14:57:04.470737400,280.61951446533203
1104,14:57:04.532751600,283.1052703857422
1105,14:57:04.614849200,284.6214904785156
1106,14:57:04.675862900,285.585205078125
1107,14:57:04.733875700,287.10919189453125
1108,14:57:04.814894200,288.64097595214844
1109,14:57:04.880908800,291.1033248901367
1110,14:57:04.941922400,292.61952209472656
1111,14:57:05.026941300,293.585205078125
1112,14:57:05.087955500,295.1033935546875
1113,14:57:05.147969300,296.61959075927734
1114,14:57:05.229987400,299.10333251953125
1115,14:57:05.293001600,300.61949920654297
1116,14:57:05.350014100,301.585205078125
1117,14:57:05.430864,303.1035614013672
1118,14:57:05.496392400,304.61974334716797
1119,14:57:05.556405900,307.1170425415039
1120,14:57:05.633423600,308.6332473754883
1121,14:57:05.699434900,309.585205078125
1122,14:57:05.758447500,311.1033248901367
1123,14:57:05.840466900,312.61951446533203
1124,14:57:05.905480500,315.1033248901367
1125,14:57:05.966494700,316.6195602416992
1126,14:57:06.047513,317.585205078125
1127,14:57:06.110526400,319.1033248901367
1128,14:57:06.169540400,320.61952209472656
1129,14:57:06.253559400,323.1035614013672
1130,14:57:06.314573,324.61973571777344
1131,14:57:06.372585700,325.585205078125
1132,14:57:06.460605800,327.1035614013672
1133,14:57:06.523620,328.6197280883789
1134,14:57:06.589634800,331.10333251953125
1135,14:57:06.670653200,332.61961364746094
1136,14:57:06.733729,333.585205078125
1137,14:57:06.791742100,335.10335540771484
1138,14:57:06.873760200,336.6195297241211
1139,14:57:06.938774900,339.10335540771484
1140,14:57:06.998788400,340.6195602416992
1141,14:57:07.080806800,341.585205078125
1142,14:57:07.143820900,343.1033248901367
1143,14:57:07.201833600,344.61949157714844
1144,14:57:07.278851300,347.1091995239258
1145,14:57:07.343865800,348.6253662109375
1146,14:57:07.401878900,349.585205078125
1147,14:57:07.482897100,351.1033248901367
1148,14:57:07.548847100,352.61949920654297
1149,14:57:07.606859300,353.585205078125
1150,14:57:07.679875500,356.62733459472656
1151,14:57:07.754892200,357.585205078125
1152,14:57:07.813906200,359.1033248901367
1153,14:57:07.883921800,360.6196060180664
1154,14:57:07.963939700,361.585205078125
1155,14:57:08.024953700,363.1033248901367
1156,14:57:08.093969300,365.585205078125
1157,14:57:08.170986400,367.1033248901367
1158,14:57:08.228999400,368.61949157714844
1159,14:57:08.292013500,369.585205078125
1160,14:57:08.371031400,371.10333251953125
1161,14:57:08.431044700,372.6195068359375
1162,14:57:08.490057900,375.1033477783203
1163,14:57:08.568075400,376.6273193359375
1164,14:57:08.633090,377.585205078125
1165,14:57:08.700104700,379.10337829589844
1166,14:57:08.786982,380.6195755004883
1167,14:57:08.853328300,383.1033401489258
1168,14:57:08.911341600,384.61952209472656
1169,14:57:08.990359500,385.585205078125
1170,14:57:09.061213600,387.10335540771484
1171,14:57:09.118226500,388.61952209472656
1172,14:57:09.180240500,391.10335540771484
1173,14:57:09.260258600,392.6195526123047
1174,14:57:09.322272300,393.585205078125
1175,14:57:09.378285,281.7055206298828
1176,14:57:09.469305500,283.6875915527344
1177,14:57:09.535320200,285.6895446777344
1178,14:57:09.599334500,287.6875915527344
1179,14:57:09.688354500,287.6875915527344
1180,14:57:09.769457400,289.6895446777344
1181,14:57:09.827470400,291.6875915527344
1182,14:57:09.905488200,293.6895446777344
1183,14:57:09.973503300,293.6895446777344
1184,14:57:10.031516300,295.6875915527344
1185,14:57:10.102532400,297.6895446777344
1186,14:57:10.176548800,299.6875915527344
1187,14:57:10.234562,301.6895446777344
1188,14:57:10.295575800,301.6895446777344
1189,14:57:10.373593700,303.6875915527344
1190,14:57:10.434606900,305.6895446777344
1191,14:57:10.491619700,307.6875915527344
1192,14:57:10.572638100,309.6897888183594
1193,14:57:10.638652700,309.6897888183594
1194,14:57:10.696665700,311.6875915527344
1195,14:57:10.767681800,313.6895446777344
1196,14:57:10.845076300,315.6875915527344
1197,14:57:10.903389600,317.6895446777344
1198,14:57:10.965403200,317.6895446777344
1199,14:57:11.045984700,319.6875915527344
1200,14:57:11.107998800,321.6895446777344
1201,14:57:11.166011500,323.6875915527344
1202,14:57:11.246029300,325.6895446777344
1203,14:57:11.311044,325.6895446777344
1204,14:57:11.368057500,327.6875915527344
1205,14:57:11.449075300,329.6895446777344
1206,14:57:11.514089800,331.6875915527344
1207,14:57:11.572103,333.69541931152344
1208,14:57:11.652393300,333.69541931152344
1209,14:57:11.717407900,335.6875915527344
1210,14:57:11.774420900,337.6895446777344
1211,14:57:11.852316500,339.6875915527344
1212,14:57:11.918330800,339.6875915527344
1213,14:57:11.975343900,341.6895446777344
1214,14:57:12.087369,343.6875915527344
1215,14:57:12.179389600,345.6895446777344
1216,14:57:12.260407800,347.6875915527344
1217,14:57:12.326422500,347.6875915527344
1218,14:57:12.384436300,349.69541931152344
1219,14:57:12.464453700,351.6875915527344
1220,14:57:12.528467900,353.70323181152344
1221,14:57:12.587481900,355.6875915527344
1222,14:57:12.667499200,355.6875915527344
