Total Objects,CPU Usage
1,6.102180772955916
2,6.102180772955916
3,6.102180772955916
4,6.102180772955916
5,6.102180772955916
6,14.606726646703935
7,14.606726646703935
8,14.606726646703935
9,14.606726646703935
10,14.606726646703935
11,14.606726646703935
12,13.172915939315072
13,13.172915939315072
14,13.172915939315072
15,13.172915939315072
16,13.172915939315072
17,13.172915939315072
18,11.017105501431294
19,11.017105501431294
20,11.017105501431294
21,11.017105501431294
22,11.017105501431294
23,11.017105501431294
24,11.364714910649045
25,11.364714910649045
26,11.364714910649045
27,11.364714910649045
28,11.364714910649045
29,11.364714910649045
30,13.017913236717096
31,13.017913236717096
32,13.017913236717096
33,13.017913236717096
34,13.017913236717096
35,13.017913236717096
36,10.546669942602973
37,10.546669942602973
38,10.546669942602973
39,10.546669942602973
40,10.546669942602973
41,10.546669942602973
42,10.546669942602973
43,9.030407637427217
44,9.030407637427217
45,9.030407637427217
46,9.030407637427217
47,9.030407637427217
48,9.030407637427217
49,9.030407637427217
50,8.909606694322086
51,8.909606694322086
52,8.909606694322086
53,8.909606694322086
54,8.909606694322086
55,8.909606694322086
56,8.909606694322086
57,6.772955784163067
58,6.772955784163067
59,6.772955784163067
60,6.772955784163067
61,6.772955784163067
62,6.772955784163067
63,6.772955784163067
64,8.737711161454376
65,8.737711161454376
66,8.737711161454376
67,8.737711161454376
68,8.737711161454376
69,8.737711161454376
70,8.737711161454376
71,9.469252258052006
72,9.469252258052006
73,9.469252258052006
74,9.469252258052006
75,9.469252258052006
76,9.469252258052006
77,9.469252258052006
78,7.942493433998794
79,7.942493433998794
80,7.942493433998794
81,7.942493433998794
82,7.942493433998794
83,7.942493433998794
84,9.686036773043257
85,9.686036773043257
86,9.686036773043257
87,9.686036773043257
88,9.686036773043257
89,9.686036773043257
90,9.686036773043257
91,9.974392879268033
92,9.974392879268033
93,9.974392879268033
94,9.974392879268033
95,9.974392879268033
96,9.974392879268033
97,10.92699922909945
98,10.92699922909945
99,10.92699922909945
100,10.92699922909945
101,10.92699922909945
102,10.92699922909945
103,10.92699922909945
104,8.136204716209178
105,8.136204716209178
106,8.136204716209178
107,8.136204716209178
108,8.136204716209178
109,8.136204716209178
110,8.136204716209178
111,8.168617492265673
112,8.168617492265673
113,8.168617492265673
114,8.168617492265673
115,8.168617492265673
116,8.168617492265673
117,8.168617492265673
118,9.171136637903373
119,9.171136637903373
120,9.171136637903373
121,9.171136637903373
122,9.171136637903373
123,9.171136637903373
124,9.171136637903373
125,9.171136637903373
126,7.303371947454986
127,7.303371947454986
128,7.303371947454986
129,7.303371947454986
130,7.303371947454986
131,7.303371947454986
132,9.530059434958622
133,9.530059434958622
134,9.530059434958622
135,9.530059434958622
136,9.530059434958622
137,9.530059434958622
138,9.530059434958622
139,9.530059434958622
140,7.3103164961863865
141,7.3103164961863865
142,7.3103164961863865
143,7.3103164961863865
144,7.3103164961863865
145,7.3103164961863865
146,7.3103164961863865
147,9.129935537318753
148,9.129935537318753
149,9.129935537318753
150,9.129935537318753
151,9.129935537318753
152,9.129935537318753
153,9.129935537318753
154,8.15334153090769
155,8.15334153090769
156,8.15334153090769
157,8.15334153090769
158,8.15334153090769
159,8.15334153090769
160,8.15334153090769
161,8.893429016194592
162,8.893429016194592
163,8.893429016194592
164,8.893429016194592
165,8.893429016194592
166,8.893429016194592
167,8.893429016194592
168,8.893429016194592
169,6.5197591710941225
170,6.5197591710941225
171,6.5197591710941225
172,6.5197591710941225
173,6.5197591710941225
174,6.5197591710941225
175,6.5197591710941225
176,7.146007661820035
177,7.146007661820035
178,7.146007661820035
179,7.146007661820035
180,7.146007661820035
181,7.146007661820035
182,7.146007661820035
183,7.146007661820035
184,7.475811861206829
185,7.475811861206829
186,7.475811861206829
187,7.475811861206829
188,7.475811861206829
189,7.475811861206829
190,6.461108275453155
191,6.461108275453155
192,6.461108275453155
193,6.461108275453155
194,6.461108275453155
195,6.461108275453155
196,7.7619819168921
197,7.7619819168921
198,7.7619819168921
199,7.7619819168921
200,7.7619819168921
201,7.7619819168921
202,7.7619819168921
203,8.379805839696019
204,8.379805839696019
205,8.379805839696019
206,8.379805839696019
207,8.379805839696019
208,8.379805839696019
209,8.379805839696019
210,8.379805839696019
211,7.072930556413241
212,7.072930556413241
213,7.072930556413241
214,7.072930556413241
215,7.072930556413241
216,7.072930556413241
217,7.072930556413241
218,9.129933795354589
219,9.129933795354589
220,9.129933795354589
221,9.129933795354589
222,9.129933795354589
223,9.129933795354589
224,9.129933795354589
225,7.9424382904314585
226,7.9424382904314585
227,7.9424382904314585
228,7.9424382904314585
229,7.9424382904314585
230,7.9424382904314585
231,7.9424382904314585
232,9.66865033297406
233,9.66865033297406
234,9.66865033297406
235,9.66865033297406
236,9.66865033297406
237,9.66865033297406
238,9.66865033297406
239,9.66865033297406
240,7.325318956558667
241,7.325318956558667
242,7.325318956558667
243,7.325318956558667
244,7.325318956558667
245,7.325318956558667
246,7.325318956558667
247,9.335370828054144
248,9.335370828054144
249,9.335370828054144
250,9.335370828054144
251,9.335370828054144
252,9.335370828054144
253,7.850442529062415
254,7.850442529062415
255,7.850442529062415
256,7.850442529062415
257,7.850442529062415
258,7.850442529062415
259,6.408438308277475
260,6.408438308277475
261,6.408438308277475
262,6.408438308277475
263,6.408438308277475
264,6.408438308277475
265,6.408438308277475
266,6.851531585889485
267,6.851531585889485
268,6.851531585889485
269,6.851531585889485
270,6.851531585889485
271,6.851531585889485
272,6.851531585889485
273,9.744332677772334
274,9.744332677772334
275,9.744332677772334
276,9.744332677772334
277,9.744332677772334
278,9.744332677772334
279,9.744332677772334
280,9.744332677772334
281,6.407314187044317
282,6.407314187044317
283,6.407314187044317
284,6.407314187044317
285,6.407314187044317
286,6.407314187044317
287,6.407314187044317
288,6.743036439296993
289,6.743036439296993
290,6.743036439296993
291,6.743036439296993
292,6.743036439296993
293,6.743036439296993
294,6.743036439296993
295,6.743036439296993
296,6.915075351086673
297,6.915075351086673
298,6.915075351086673
299,6.915075351086673
300,6.915075351086673
301,10.165349116942899
302,10.165349116942899
303,10.165349116942899
304,10.165349116942899
305,10.165349116942899
306,10.165349116942899
307,10.165349116942899
308,10.165349116942899
309,7.292245060121008
310,7.292245060121008
311,7.292245060121008
312,7.292245060121008
313,7.292245060121008
314,7.292245060121008
315,7.292245060121008
316,8.85872012420387
317,8.85872012420387
318,8.85872012420387
319,8.85872012420387
320,8.85872012420387
321,8.85872012420387
322,8.85872012420387
323,8.85872012420387
324,7.818318354381192
325,7.818318354381192
326,7.818318354381192
327,7.818318354381192
328,7.818318354381192
329,7.818318354381192
330,7.818318354381192
331,6.305158905778787
332,6.305158905778787
333,6.305158905778787
334,6.305158905778787
335,6.305158905778787
336,6.305158905778787
337,6.305158905778787
338,6.305158905778787
339,8.089683407207168
340,8.089683407207168
341,8.089683407207168
342,8.089683407207168
343,8.089683407207168
344,8.089683407207168
345,8.089683407207168
346,8.089683407207168
347,7.346751526936464
348,7.346751526936464
349,7.346751526936464
350,7.346751526936464
351,7.346751526936464
352,7.346751526936464
353,7.346751526936464
354,6.292844430853731
355,6.292844430853731
356,6.292844430853731
357,6.292844430853731
358,6.292844430853731
359,6.292844430853731
360,6.292844430853731
361,6.292844430853731
362,9.116084955105105
363,9.116084955105105
364,9.116084955105105
365,9.116084955105105
366,9.116084955105105
367,9.116084955105105
368,9.116084955105105
369,6.793648397455519
370,6.793648397455519
371,6.793648397455519
372,6.793648397455519
373,6.793648397455519
374,6.793648397455519
375,6.793648397455519
376,6.793648397455519
377,6.838214055429287
378,6.838214055429287
379,6.838214055429287
380,6.838214055429287
381,6.838214055429287
382,6.838214055429287
383,6.838214055429287
384,6.838214055429287
385,6.208359292552989
386,6.208359292552989
387,6.208359292552989
388,6.208359292552989
389,6.208359292552989
390,6.208359292552989
391,6.208359292552989
392,6.700412281038797
393,6.700412281038797
