Total Objects, Sample Time,CPU Usage
5001,15:00:56.797826100,5.754424652306307
5002,15:00:56.845837,5.754424652306307
5003,15:00:56.902849700,5.754424652306307
5004,15:00:56.961862600,5.754424652306307
5005,15:00:57.007729100,5.754424652306307
5006,15:00:57.051739700,5.754424652306307
5007,15:00:57.099750400,5.754424652306307
5008,15:00:57.156449200,5.754424652306307
5009,15:00:57.207460300,9.561822404897532
5010,15:00:57.254471,9.561822404897532
5011,15:00:57.298481400,9.561822404897532
5012,15:00:57.355494100,9.561822404897532
5013,15:00:57.415507200,9.561822404897532
5014,15:00:57.460517200,9.561822404897532
5015,15:00:57.505528,9.561822404897532
5016,15:00:57.553538200,9.561822404897532
5017,15:00:57.613551300,9.561822404897532
5018,15:00:57.663563200,9.561822404897532
5019,15:00:57.709573300,5.834717483912984
5020,15:00:57.753583200,5.834717483912984
5021,15:00:57.813597200,5.834717483912984
5022,15:00:57.869609400,5.834717483912984
5023,15:00:57.915619700,5.834717483912984
5024,15:00:57.961629900,5.834717483912984
5025,15:00:58.023644300,5.834717483912984
5026,15:00:58.074655300,5.834717483912984
5027,15:00:58.119665500,5.834717483912984
5028,15:00:58.162675100,5.834717483912984
5029,15:00:58.226689400,5.297984310119371
5030,15:00:58.279700900,5.297984310119371
5031,15:00:58.324711500,5.297984310119371
5032,15:00:58.372722500,5.297984310119371
5033,15:00:58.432735700,5.297984310119371
5034,15:00:58.486747900,5.297984310119371
5035,15:00:58.530757700,5.297984310119371
5036,15:00:58.573767500,5.297984310119371
5037,15:00:58.635782300,5.297984310119371
5038,15:00:58.693794500,5.297984310119371
5039,15:00:58.740804900,5.508552750715647
5040,15:00:58.791816900,5.508552750715647
5041,15:00:58.858831300,5.508552750715647
5042,15:00:58.911843200,5.508552750715647
5043,15:00:58.961243,5.508552750715647
5044,15:00:59.010254100,5.508552750715647
5045,15:00:59.067194900,5.508552750715647
5046,15:00:59.117755700,5.508552750715647
5047,15:00:59.162765800,5.508552750715647
5048,15:00:59.206775700,5.836276186110611
5049,15:00:59.267789600,5.836276186110611
5050,15:00:59.327803300,5.836276186110611
5051,15:00:59.374813600,5.836276186110611
5052,15:00:59.417823100,5.836276186110611
5053,15:00:59.470835200,5.836276186110611
5054,15:00:59.531849100,5.836276186110611
5055,15:00:59.578859300,5.836276186110611
5056,15:00:59.629870900,5.836276186110611
5057,15:00:59.685883700,5.836276186110611
5058,15:00:59.747897300,6.186722205284352
5059,15:00:59.794912900,6.186722205284352
5060,15:00:59.837923,6.186722205284352
5061,15:00:59.889934800,6.186722205284352
5062,15:00:59.947947400,6.186722205284352
5063,15:00:59.996958500,6.186722205284352
5064,15:01:00.040968200,6.186722205284352
5065,15:01:00.105982900,6.186722205284352
5066,15:01:00.167996900,6.186722205284352
5067,15:01:00.215007500,6.186722205284352
5068,15:01:00.260017500,5.519240929553085
5069,15:01:00.330033200,5.519240929553085
5070,15:01:00.391046700,5.519240929553085
5071,15:01:00.435057,5.519240929553085
5072,15:01:00.479066600,5.519240929553085
5073,15:01:00.527833,5.519240929553085
5074,15:01:00.584846400,5.519240929553085
5075,15:01:00.634856900,5.519240929553085
5076,15:01:00.681867500,5.519240929553085
5077,15:01:00.732879,6.1050633539518415
5078,15:01:00.794892900,6.1050633539518415
5079,15:01:00.842903700,6.1050633539518415
5080,15:01:00.888914,6.1050633539518415
5081,15:01:00.939925500,6.1050633539518415
5082,15:01:00.997938800,6.1050633539518415
5083,15:01:01.045949200,6.1050633539518415
5084,15:01:01.090959200,6.1050633539518415
5085,15:01:01.138970300,6.1050633539518415
5086,15:01:01.197983400,6.1050633539518415
5087,15:01:01.247994900,6.380062326573666
5088,15:01:01.294005300,6.380062326573666
5089,15:01:01.339015,6.380062326573666
