Total Objects,CPU Usage
4,7.234037430877326
5,7.234037430877326
6,7.234037430877326
7,7.550545954634408
8,7.550545954634408
9,7.550545954634408
10,7.457359245966379
11,7.457359245966379
12,7.457359245966379
13,13.191670350171893
14,13.191670350171893
15,10.850776829972228
16,10.850776829972228
17,13.09797268777451
18,13.09797268777451
19,13.09797268777451
20,12.27270776900384
21,12.27270776900384
22,12.27270776900384
23,12.450206643549787
24,12.450206643549787
25,13.44414720464033
26,13.44414720464033
27,13.44414720464033
28,13.44414720464033
29,11.609394962696092
30,11.609394962696092
31,15.762149892771326
32,15.762149892771326
33,15.762149892771326
34,20.71507197386653
35,20.71507197386653
36,20.71507197386653
37,13.357749470195554
38,13.357749470195554
39,13.357749470195554
40,13.650721981225297
41,13.650721981225297
42,13.650721981225297
43,8.703117129597118
44,8.703117129597118
45,8.703117129597118
46,8.703117129597118
47,10.707233919477348
48,10.707233919477348
49,10.707233919477348
50,13.496707235329211
51,13.496707235329211
52,13.496707235329211
53,8.712869005104674
54,8.712869005104674
55,8.712869005104674
56,15.168671746642701
57,15.168671746642701
58,15.168671746642701
59,15.168671746642701
60,8.948500461649248
61,8.948500461649248
62,8.948500461649248
63,13.797675691384972
64,13.797675691384972
65,13.797675691384972
66,14.495332363823657
67,14.495332363823657
68,14.495332363823657
69,9.630831877048825
70,9.630831877048825
71,17.68878270797433
72,17.68878270797433
73,17.68878270797433
74,12.458968074272477
75,12.458968074272477
76,12.458968074272477
77,13.74837625331044
78,13.74837625331044
79,13.74837625331044
80,10.603772861241726
81,10.603772861241726
82,10.603772861241726
83,16.774303720570984
84,16.774303720570984
85,16.774303720570984
86,16.774303720570984
87,13.712613692836694
88,13.712613692836694
89,13.712613692836694
90,9.995852551615753
91,9.995852551615753
92,9.995852551615753
93,13.90052255699813
94,13.90052255699813
95,13.90052255699813
96,15.920079053552202
97,15.920079053552202
98,15.920079053552202
99,15.920079053552202
100,12.35178109718994
101,12.35178109718994
102,12.35178109718994
103,11.150472294296316
104,11.150472294296316
105,11.150472294296316
106,11.150472294296316
107,13.737481871870408
108,13.737481871870408
109,13.737481871870408
110,13.737481871870408
111,8.168980961747259
112,8.168980961747259
113,8.168980961747259
114,9.076613800440297
115,9.076613800440297
