Total Objects,Sample Time,Time (ms)
319,1701638998522,2
320,1701638998578,3
321,1701638998641,4
322,1701638998709,2
323,1701638998763,3
324,1701638998820,4
325,1701638998884,5
326,1701638998948,4
327,1701638999006,3
328,1701638999069,3
329,1701638999130,4
330,1701638999189,3
331,1701638999250,4
332,1701638999315,6
333,1701638999393,5
334,1701638999460,3
335,1701638999525,5
336,1701638999583,3
337,1701638999644,3
338,1701638999710,2
339,1701638999769,3
340,1701638999824,4
341,1701638999890,4
342,1701638999954,3
343,1701639000012,3
344,1701639000073,3
345,1701639000140,3
346,1701639000200,4
347,1701639000258,5
348,1701639000324,4
349,1701639000386,3
350,1701639000446,2
351,1701639000506,4
352,1701639000571,3
353,1701639000630,2
354,1701639000687,4
355,1701639000754,5
356,1701639000816,4
357,1701639000876,2
358,1701639000940,3
359,1701639000999,3
360,1701639001057,4
361,1701639001119,4
362,1701639001183,3
363,1701639001242,3
364,1701639001299,4
365,1701639001364,3
366,1701639001422,3
367,1701639001479,4
368,1701639001544,4
369,1701639001608,5
370,1701639001666,3
371,1701639001739,3
372,1701639001829,3
373,1701639001897,3
374,1701639001967,4
375,1701639002036,5
376,1701639002094,3
377,1701639002153,3
378,1701639002216,3
379,1701639002277,4
380,1701639002336,4
381,1701639002400,2
382,1701639002461,2
383,1701639002514,4
384,1701639002571,6
385,1701639002639,5
386,1701639002703,3
387,1701639002758,3
388,1701639002821,4
389,1701639002885,4
390,1701639002944,3
391,1701639003002,3
392,1701639003072,5
393,1701639003132,3
394,1701639003187,6
395,1701639003257,3
396,1701639003317,5
397,1701639003393,3
398,1701639003461,4
399,1701639003522,3
400,1701639003579,3
401,1701639003645,5
402,1701639003719,5
403,1701639003781,4
404,1701639003843,3
405,1701639003909,3
406,1701639003965,5
407,1701639004027,5
408,1701639004093,4
409,1701639004155,4
410,1701639004214,4
411,1701639004280,5
412,1701639004343,3
413,1701639004400,3
414,1701639004467,3
415,1701639004538,5
416,1701639004604,3
417,1701639004663,3
418,1701639004726,4
419,1701639004785,3
420,1701639004843,4
421,1701639004907,2
422,1701639004964,3
423,1701639005020,4
424,1701639005095,4
425,1701639005158,4
426,1701639005215,3
427,1701639005270,5
428,1701639005350,4
429,1701639005409,2
430,1701639005465,4
431,1701639005535,2
432,1701639005594,4
433,1701639005652,3
434,1701639005713,5
435,1701639005778,3
436,1701639005836,3
437,1701639005892,3
438,1701639005957,3
439,1701639006018,5
440,1701639006083,4
441,1701639006148,3
442,1701639006210,3
443,1701639006277,4
444,1701639006342,4
445,1701639006405,4
446,1701639006462,2
447,1701639006518,3
448,1701639006581,5
449,1701639006645,3
450,1701639006704,4
451,1701639006771,2
452,1701639006830,4
453,1701639006886,3
454,1701639006946,2
455,1701639007007,3
456,1701639007062,3
457,1701639007119,4
458,1701639007183,3
459,1701639007241,3
460,1701639007296,3
461,1701639007357,4
462,1701639007421,3
463,1701639007478,3
464,1701639007532,5
465,1701639007596,2
466,1701639007666,3
467,1701639007720,8
468,1701639007808,3
469,1701639007874,3
470,1701639007927,4
471,1701639007983,3
472,1701639008045,4
473,1701639008107,4
474,1701639008164,3
475,1701639008224,3
476,1701639008286,5
477,1701639008346,3
478,1701639008402,5
